state,district,population,households,literacy_rate,sc_st_share,dilapidated_housing_rate,no_latrine_rate,no_bathing_facility_rate,low_income_household_rate,rural_household_share,seismic_exposure,landslide_exposure,flood_exposure,cyclone_exposure,urgency_score,predicted_urgency
West Bengal,South Twenty Four Parganas,8161961.0,2180232.0,0.6777362695068011,0.3137736139636051,0.11357048240737683,0.28181358681094487,0.6254632534519262,0.0007999148714448737,0.7195573682066863,0.6,0.55,0.85,0.9,0.5045738830425966,0.502699474010472
West Bengal,Barddhaman,7717563.0,2227236.0,0.6799047834141425,0.3375632955636384,0.06330043156630011,0.3195844535558872,0.40451932350231407,0.0006191530668505717,0.6128079826295911,0.6,0.55,0.85,0.9,0.5047498091826457,0.5002207487147105
West Bengal,Nadia,5167600.0,1549771.0,0.6735341357690223,0.32657655391284157,0.11234175887921506,0.16342995190902398,0.500419739432471,0.0007484976812703296,0.697768250922233,0.6,0.55,0.85,0.9,0.49523678662472603,0.49327388247446474
West Bengal,Purba Medinipur,5095875.0,1363713.0,0.7698764196531508,0.1517670664998651,0.13871393761003964,0.09332168865443095,0.6842627444337628,0.0008359530194403075,0.8748219016757924,0.6,0.55,0.85,0.9,0.4665005935281801,0.48490790795912725
Arunachal Pradesh,Kurung Kumey,92076.0,19695.0,0.3975628828359182,0.9857509014292541,0.09961919268849961,0.5753744605229754,0.7001269357705001,0.0026402640264026403,0.9445544554455445,1.0,0.9,0.5,0.0,0.5222948432744406,0.47855064866632185
West Bengal,Hugli,5519145.0,1640038.0,0.7389528631699294,0.28505574685934143,0.07140688203566015,0.197061897346281,0.40007182760399457,0.0006390095839242749,0.6049158617056434,0.6,0.55,0.85,0.9,0.48293794967635467,0.477085795192253
West Bengal,Haora,4850029.0,1352697.0,0.7433369986035135,0.15134857956519435,0.07033060618896915,0.15848708173375117,0.42431897165440596,0.0005618405304366018,0.35734831969021885,0.6,0.55,0.85,0.9,0.46974705045802556,0.4750502524407988
Arunachal Pradesh,East Kameng,78690.0,19718.0,0.4886135468293303,0.9200660820942941,0.01881529566893194,0.46820164316867835,0.5138959326503703,0.0026371842986104067,0.7355208438989755,1.0,0.9,0.5,0.0,0.4886511661549464,0.4728021676932128
Arunachal Pradesh,Upper Subansiri,83448.0,19214.0,0.5425893969897421,0.9385845077173809,0.01842406578536484,0.4180285208701988,0.5482460705735401,0.0027063599458728013,0.7568439679400437,1.0,0.9,0.5,0.0,0.47806829777265525,0.47269040286022024
West Bengal,Darjiling,1846823.0,518959.0,0.7123503443481048,0.386969406380579,0.05121984588377887,0.21920614152563112,0.35792615601617855,0.0007052580261639166,0.5844084022051839,0.6,0.55,0.85,0.9,0.4935890822273079,0.47002231147424206
Arunachal Pradesh,Anjaw,21167.0,6453.0,0.4719610714791893,0.7772003590494638,0.03750193708352704,0.4500232450023245,0.4828761816209515,0.008058267472493413,0.9336742600340927,1.0,0.9,0.5,0.0,0.48166747902826823,0.4664066380741508
Arunachal Pradesh,Upper Siang,35320.0,10751.0,0.5151472253680635,0.8060022650056625,0.003720584131708678,0.24648869872569992,0.4159613059250302,0.0048367593712212815,0.7970421356152916,1.0,0.9,0.5,0.0,0.45620559417791795,0.4637874161915492
Arunachal Pradesh,Tawang,49977.0,13182.0,0.5216999819917162,0.6965404085879504,0.025261720527992717,0.17789409801244122,0.44871794871794873,0.0039447731755424065,0.8139887725686542,1.0,0.9,0.5,0.0,0.4436372758687932,0.4627153663289481
West Bengal,North Twenty Four Parganas,10009781.0,2859140.0,0.760125820934544,0.2431302942591851,0.0922655064110187,0.06776023559531887,0.3651475618542639,0.0005669536993641444,0.422972292367635,0.6,0.55,0.85,0.9,0.467484895191609,0.4597880004514842
Arunachal Pradesh,Lower Dibang Valley,54080.0,15950.0,0.5889238165680474,0.48028846153846155,0.022507836990595612,0.26620689655172414,0.3722884012539185,0.0032601880877742946,0.7523510971786834,1.0,0.9,0.5,0.0,0.4276191446318934,0.4496843429063968
Assam,Chirang,482162.0,140631.0,0.5390345983300219,0.4434671334530718,0.0776357986503687,0.46683874821340954,0.5907872375223101,0.0003697620012657238,0.9174221899865606,0.9,0.5,1.0,0.0,0.46294202888635483,0.4495469202454863
Meghalaya,West Khasi Hills,383461.0,87131.0,0.6015683472373984,0.978626248823218,0.06316925089807301,0.3649906462682627,0.5467514432291607,0.0008722498307146711,0.8588447280531614,0.9,0.85,0.5,0.0,0.455438812527062,0.44621679098495576
Arunachal Pradesh,Tirap,111975.0,24920.0,0.42843491850859566,0.8785175262335343,0.00862760834670947,0.07889245585874799,0.517776886035313,0.002086677367576244,0.7391653290529695,1.0,0.9,0.5,0.0,0.45797887552290584,0.4446387041478612
Meghalaya,West Garo Hills,643291.0,157945.0,0.5576045677617129,0.7505452431325792,0.04328088891702808,0.2841685396815347,0.6343663933647788,0.0008040773687042958,0.8822754756402545,0.9,0.85,0.5,0.0,0.4369099110598761,0.44114217044366216
Assam,Kokrajhar,887142.0,222011.0,0.5515520626912039,0.34744719560115517,0.10070221745769353,0.5527699077973613,0.6843759993874178,0.00023422262860849237,0.9229092252185702,0.9,0.5,1.0,0.0,0.46457145854015147,0.4409276965767463
Assam,Baksa,950075.0,295221.0,0.6029387153645764,0.42532431650132885,0.07231192902943896,0.3765653527357471,0.5385592488339244,0.00017613923128774714,0.9878734913844205,0.9,0.5,1.0,0.0,0.44447350954660053,0.4404256440827448
Assam,Karbi Anglong,956313.0,252876.0,0.5826690633715113,0.6103639707919897,0.029401762128474035,0.2998426106075705,0.49483145889685065,0.00020563438206868187,0.852951644284155,0.9,0.5,1.0,0.0,0.44893511834033895,0.44017514147858616
Mizoram,Lawngtlai,117894.0,27266.0,0.5331993146385736,0.9542470354725431,0.03850949900975574,0.22049438861585857,0.5276901635736815,0.0011002714002787354,0.806608963544341,1.0,0.85,0.3,0.0,0.42306438562401333,0.4389868904922569
Assam,Dhubri,1949258.0,521019.0,0.47317543393434836,0.03936215729267239,0.13522731416704573,0.4370665945003925,0.6270846168757761,9.980442171974534e-05,0.8840406971722721,0.9,0.5,1.0,0.0,0.44704145061465383,0.4389156067185294
Arunachal Pradesh,West Kameng,83947.0,24195.0,0.5776501840446948,0.5524914529405458,0.01773093614383137,0.3087828063649514,0.37131638768340564,0.002149204381070469,0.7393676379417234,1.0,0.9,0.5,0.0,0.4373417063489658,0.43880667233670495
Meghalaya,South Garo Hills,142334.0,39643.0,0.5765453089212697,0.9453538859302767,0.023509825189819134,0.17972908205736196,0.5514466614534722,0.0006558534924198472,0.9063390762555811,0.9,0.85,0.5,0.0,0.43631354235890696,0.43833734642641237
Arunachal Pradesh,East Siang,99214.0,29021.0,0.6307174390710988,0.7053339246477311,0.016022879983460254,0.23627717859481065,0.36856069742600184,0.0023431308362909615,0.6718238516936011,1.0,0.9,0.5,0.0,0.43382835224261757,0.4371334827555853
Meghalaya,Ribhoi,258840.0,63724.0,0.6021441817338896,0.891172152681193,0.04058125666938673,0.2235578431987948,0.553104011047643,0.0006277069863787584,0.9099868181532861,0.9,0.85,0.5,0.0,0.43467954498162237,0.43685969882508413
Meghalaya,East Garo Hills,317917.0,74216.0,0.6043935995873136,0.9615371307605444,0.025264093995903847,0.11996065538428372,0.6661905788509216,0.0007815026409399591,0.8448043548560957,0.9,0.85,0.5,0.0,0.4284335992545298,0.4363443564610295
Assam,Dhemaji,686133.0,228262.0,0.6165393589872518,0.5389407010011179,0.05533553548115762,0.2985034740780331,0.4022439126968133,0.00022780839561556456,0.9276971199761678,0.9,0.5,1.0,0.0,0.44175657178132766,0.4359990989994737
Manipur,Tamenglong,140651.0,28101.0,0.6043753688206981,0.9573198910779163,0.07533539731682147,0.240240560834134,0.5084516565246788,0.0018148820326678765,0.8534215864204121,1.0,0.8,0.45,0.0,0.43530275862775625,0.4358090562743029
Arunachal Pradesh,Dibang Valley,8004.0,3230.0,0.5542228885557221,0.7122688655672164,0.03869969040247678,0.14024767801857585,0.28606811145510835,0.021052631578947368,0.6362229102167183,1.0,0.9,0.5,0.0,0.43928437426023836,0.4328167691210871
Assam,Udalguri,831668.0,281625.0,0.5650403766887748,0.3669925980078589,0.06282822902796271,0.3191939636040834,0.4749471815357301,0.00018464269862405682,0.9508743897026187,0.9,0.5,1.0,0.0,0.43963601023158716,0.4321172830810184
Tamil Nadu,Ariyalur,754894.0,254277.0,0.6366509735141622,0.24765331291545567,0.024964900482544627,0.6236820475308423,0.6213106179481431,0.0007708129323532998,0.8807520931897105,0.3,0.5,0.5,0.85,0.43082397239152004,0.4316795032371528
Assam,Goalpara,1008183.0,268114.0,0.5590026810608788,0.2744184339549467,0.08786933916169988,0.2443773917065129,0.5123343055565917,0.00019394735075378385,0.8526596895350486,0.9,0.5,1.0,0.0,0.4297231795730553,0.430465236075084
Tamil Nadu,Viluppuram,3458873.0,967314.0,0.6348241175666178,0.31529778630207006,0.01565468917021774,0.6422692114453011,0.5133638094765506,0.0007546670471015617,0.835346123389096,0.3,0.5,0.5,0.85,0.4364704357849724,0.43026801286140653
Assam,Dima Hasao,214102.0,58919.0,0.6579714341762337,0.7294653949986455,0.029888490979140855,0.1929428537483664,0.45769615913372597,0.0011541268521190109,0.6383339839440588,0.9,0.5,1.0,0.0,0.4372954951366107,0.43015795297898296
Assam,Morigaon,957423.0,257481.0,0.5639116670478984,0.26594096862097527,0.10290079656362994,0.27507660759434677,0.4651838388075237,0.00020195664922848677,0.9018374171298076,0.9,0.5,1.0,0.0,0.43260453877849037,0.4278277632453387
Arunachal Pradesh,West Siang,112274.0,30775.0,0.5766784829969539,0.8263979193758128,0.0074086108854589765,0.1355970755483347,0.317855402112104,0.0016896831844029246,0.7237043054427295,1.0,0.9,0.5,0.0,0.43941482974726725,0.42704732697477493
Arunachal Pradesh,Changlang,148226.0,39920.0,0.493665079000985,0.3634854883758585,0.011397795591182364,0.20906813627254509,0.4686122244488978,0.0013026052104208416,0.8372244488977956,1.0,0.9,0.5,0.0,0.4263203445196764,0.4270410059744189
Assam,Darrang,928500.0,288706.0,0.524543887991384,0.05242757135164244,0.11178153554134657,0.3093908682188801,0.48929707037609194,0.00018011402603340424,0.9300707293925308,0.9,0.5,1.0,0.0,0.42739311022257664,0.42689348309204805
Manipur,Chandel,144182.0,34160.0,0.6263056414809061,0.8934541066152502,0.045638173302107725,0.16794496487119437,0.5118852459016393,0.000702576112412178,0.8892564402810305,1.0,0.8,0.45,0.0,0.41877679691979214,0.4261735831132834
Jammu And Kashmir,Rajouri,642415.0,213578.0,0.5667815975654367,0.43736836779963106,0.015235651612057421,0.4893106967946137,0.47537667737313766,0.0006320875745629231,0.9180252647744618,0.9,0.9,0.4,0.0,0.4222086864230246,0.42566557798456345
Arunachal Pradesh,Lower Subansiri,83030.0,23477.0,0.651053835962905,0.8781283873298807,0.008689355539464157,0.15180815266005027,0.26962559100396133,0.0022149337649614515,0.7714784682881117,1.0,0.9,0.5,0.0,0.43447568205686604,0.42519673325440804
Manipur,Senapati,479148.0,39834.0,0.5519735029677678,0.87699416464224,0.025254807450921322,0.10300246020987096,0.4560425766932771,0.0015564593061203997,0.9541597630165185,1.0,0.8,0.45,0.0,0.42007889830533707,0.42516438694001896
Tamil Nadu,Dharmapuri,1506843.0,487926.0,0.6090276160157362,0.20469020329257925,0.01818103564884839,0.6170300414407103,0.4095498087824793,0.000778806622315679,0.8132770133175933,0.3,0.5,0.5,0.85,0.43044442694519136,0.4249471348863557
Tamil Nadu,Tiruvannamalai,2464875.0,710163.0,0.659998174349612,0.2662540696789898,0.0176593260983746,0.6334109211547209,0.4664478436640602,0.0007674294492954434,0.7929193720314913,0.3,0.5,0.5,0.85,0.42914551990674027,0.42411992550885025
Jammu And Kashmir,Reasi,314667.0,107833.0,0.4784168660838283,0.40081101609002534,0.007353963999888717,0.4260198640490388,0.40467203917168215,1.854719798206486e-05,0.8862964027709513,0.9,0.9,0.4,0.0,0.4252233631250272,0.4232731630877804
Assam,Bongaigaon,738804.0,220393.0,0.5875414859692151,0.13754527587831145,0.07562399894733499,0.28828048077752016,0.4686491857726879,0.0002359421578725277,0.825448176666228,0.9,0.5,1.0,0.0,0.4194835347868353,0.42276121419852236
Tamil Nadu,Perambalur,565223.0,188592.0,0.6649110174214425,0.3146952618700937,0.015589208449987273,0.5820925595995589,0.4928522949011623,0.0006203868668872486,0.8240699499448545,0.3,0.5,0.5,0.85,0.4269371780623107,0.42251468312797513
Assam,Barpeta,1693622.0,499381.0,0.529668367557814,0.07242702326729342,0.12006263754528106,0.18290243321231686,0.48323824895220285,0.00010412891159255158,0.8954866124261837,0.9,0.5,1.0,0.0,0.4174074795199537,0.4225041985742672
Jammu And Kashmir,Punch,476835.0,147408.0,0.5488774943114495,0.3704782576782325,0.01388662759144687,0.47806089221751874,0.4686923369152285,0.0007937154021491371,0.8964167480733746,0.9,0.9,0.4,0.0,0.418987673233687,0.4221049939468398
Jammu And Kashmir,Ramban,283713.0,89622.0,0.43729050131647124,0.18924758470708075,0.012753564972886123,0.4663252326437705,0.45826917497935776,1.11579746044498e-05,0.9404052576376336,0.9,0.9,0.4,0.0,0.4206078392387893,0.4210112123801504
Arunachal Pradesh,Lohit,145726.0,44971.0,0.5699875108079546,0.3253365905878155,0.03535611838740522,0.24836005425718796,0.39138555958284227,0.001156300727135265,0.7471259255964955,1.0,0.9,0.5,0.0,0.41912441174269877,0.42088976783220966
Jammu And Kashmir,Kishtwar,230696.0,78371.0,0.4660072129555779,0.22738148905919478,0.01854002118130431,0.4218014316520141,0.4071403963200674,5.103928749154662e-05,0.9235303875157903,0.9,0.9,0.4,0.0,0.4158214526693971,0.41981499361173935
Assam,Hailakandi,659296.0,175417.0,0.6178802844245984,0.10822149686938795,0.1318401295199439,0.1193156877611634,0.5386707103644459,0.000296436491332083,0.9076372301430307,0.9,0.5,1.0,0.0,0.40326514565982746,0.41878061347643863
Assam,Sonitpur,1924110.0,547853.0,0.576147933330215,0.1773999407518281,0.06754366591038106,0.27580391090310724,0.3813942791223193,9.49159719851858e-05,0.8822165799949987,0.9,0.5,1.0,0.0,0.4218522137424923,0.41807318992734777
Assam,Kamrup,1517542.0,434445.0,0.6558757517090137,0.19100954042787613,0.08390705382729689,0.2735881411916353,0.41608719170435843,0.00011969294156912843,0.8990689270218325,0.9,0.5,1.0,0.0,0.4132825643234246,0.4161092370881048
Assam,Lakhimpur,1042137.0,327933.0,0.6558504304136596,0.31787183450928236,0.05716411584073576,0.25037126486202976,0.3944952170107918,0.00015856897597984955,0.8942039989875981,0.9,0.5,1.0,0.0,0.41735542839266004,0.41605860976387976
Assam,Nagaon,2823768.0,799185.0,0.6058273909188007,0.1351042295259384,0.08877543997947909,0.16372429412463949,0.38874978884738826,6.506628627914688e-05,0.8446091956180358,0.9,0.5,1.0,0.0,0.40681220576265725,0.41540055961442457
Jammu And Kashmir,Doda,409936.0,133617.0,0.5344322040513642,0.22594746497014168,0.009789173533307887,0.40720117949063367,0.3884535650403766,0.0018485671733387218,0.915055718957917,0.9,0.9,0.4,0.0,0.4045070163949056,0.41509156672827086
Jammu And Kashmir,Udhampur,554985.0,183360.0,0.5808337162265647,0.3511410218294188,0.009991273996509599,0.40655541012216406,0.39277923211169286,0.0011889179755671902,0.8107766143106457,0.9,0.9,0.4,0.0,0.406608920816931,0.4149921780654402
Tamil Nadu,Pudukkottai,1618345.0,503941.0,0.6862226533897284,0.1767775103578038,0.02880495931071296,0.5406367015186302,0.5525527789959539,0.0006925413887736858,0.7931722165888467,0.3,0.5,0.5,0.85,0.41221391975992155,0.41129811040392966
Tamil Nadu,Cuddalore,2605914.0,758209.0,0.6966005017817165,0.29918331917323443,0.01782621941971145,0.5197208157645188,0.4541043432615545,0.000684507833592057,0.6560578943272897,0.3,0.5,0.5,0.85,0.41620424374900983,0.4109425434533346
Assam,Karimganj,1228686.0,294640.0,0.6472744053403392,0.13008205513857893,0.12016358946510997,0.10355688297583492,0.5036179744773283,0.00017648655986967146,0.889034075481944,0.9,0.5,1.0,0.0,0.3982952493633845,0.41060138446706373
Himachal Pradesh,Chamba,519080.0,200231.0,0.623876859058334,0.47620790629575405,0.011022269278982776,0.24080187383571974,0.2780788189640965,0.0005893193361667274,0.93089981071862,0.9,1.0,0.4,0.0,0.41087460963760275,0.40984560572887097
West Bengal,Kolkata,4496694.0,1308106.0,0.7979500050481532,0.056178161111251956,0.0197682756596178,0.005353541685459741,0.07343976711367427,0.0002775004472114645,0.0,0.6,0.55,0.85,0.9,0.4375984700347526,0.40936122649513
Jammu And Kashmir,Kathua,616435.0,214847.0,0.631378815284661,0.3155742292374703,0.01878546128174934,0.41945198210819795,0.3279729295731381,0.0006469720312594544,0.8442007568176423,0.9,0.9,0.4,0.0,0.39930016092730536,0.4084703375239794
Sikkim,North  District,43709.0,13609.0,0.6966528632547073,0.679425289986044,0.023072966419281356,0.13990741421118377,0.2747446542729076,0.000734807847747814,0.8481886986553017,1.0,1.0,0.4,0.0,0.4150309043211373,0.40829101737269513
Meghalaya,East Khasi Hills,825922.0,215091.0,0.6998602773627534,0.8073401604509869,0.04388375152842285,0.21589931703325568,0.24050285693032253,0.0005253590340832485,0.4939676694980264,0.9,0.85,0.5,0.0,0.41543026129182165,0.4078780566863547
Manipur,Thoubal,422168.0,104263.0,0.6379071838699285,0.10043631919046446,0.04403287839406117,0.04290112503956341,0.5328160517153736,0.0009303396219176506,0.6326405340341252,1.0,0.8,0.45,0.0,0.35229883995642175,0.40787752307842623
Tamil Nadu,Krishnagiri,1879809.0,580540.0,0.6319567573088543,0.15415076744499043,0.013988700175698487,0.4981034898542736,0.2729682709201778,0.0007045164846522203,0.7544493058187205,0.3,0.5,0.5,0.85,0.41285186653125305,0.4075927941991897
Gujarat,Dohad,2127086.0,376504.0,0.4734980155950441,0.7626837842945702,0.01757750249665342,0.7545949047022077,0.6438895735503474,0.0008871087690967426,0.859743853982959,0.75,0.05,0.5,0.7,0.44098931982436407,0.4062633047264068
Uttarakhand,Bageshwar,259898.0,99911.0,0.690590154599112,0.284892534763638,0.016524706989220407,0.25373582488414687,0.2954029085886439,0.0005304721201869664,0.9611654372391428,0.9,1.0,0.5,0.0,0.4071098299623811,0.40560077187038723
Tamil Nadu,Salem,3482056.0,1170352.0,0.6563828956225862,0.2009964802404097,0.014032530384021217,0.42303084883864,0.29484890015995185,0.0005485529139951057,0.4894365114085335,0.3,0.5,0.5,0.85,0.40595330295891274,0.4055962809776867
Nagaland,Mon,250260.0,51022.0,0.4780068728522337,0.952149764245185,0.015993101015248323,0.19223080239896514,0.26016228293677235,0.0015483516914272274,0.8546705342793305,1.0,0.8,0.3,0.0,0.417583846297949,0.40521521258945165
Uttarakhand,Uttarkashi,330086.0,121209.0,0.6517271256581618,0.2547184673085196,0.015733155128744566,0.30325305876626324,0.2509879629400457,0.0006022655083368397,0.9252448250542451,0.9,1.0,0.5,0.0,0.41470974675183664,0.4051036205488669
Sikkim,West District,136435.0,33977.0,0.6848096163008026,0.46727012863268225,0.06416105012214145,0.11884510109780146,0.35023692497866205,0.0009712452541425082,0.9444918621420373,1.0,1.0,0.4,0.0,0.40412754814654717,0.40421656238471265
Arunachal Pradesh,Papum Pare,176573.0,50488.0,0.6855408244748631,0.6638387522441144,0.024619711614641104,0.12503961337347488,0.20646490255110125,0.001346854698146094,0.40223419426398355,1.0,0.9,0.5,0.0,0.41432135641342654,0.4039283908598969
Tamil Nadu,Dindigul,2159775.0,713542.0,0.6861057286059891,0.2131888738410251,0.012880811500934774,0.4633560463154236,0.28935787942405633,0.000590014322913017,0.6219928189230627,0.3,0.5,0.5,0.85,0.4062921187927296,0.403800738256402
Uttarakhand,Champawat,259648.0,98041.0,0.6844882302193739,0.1876463519842248,0.03179282137065106,0.2808008894238125,0.28920553645923647,0.0005303903468956865,0.8690445833885824,0.9,1.0,0.5,0.0,0.40517945299923686,0.4037697042775677
Uttarakhand,Udham Singh Nagar,1648902.0,414659.0,0.6294121785284996,0.21911611484490892,0.041851256092355404,0.21525397977615343,0.22327502839682728,0.0006752536421493323,0.6497049382745822,0.9,1.0,0.5,0.0,0.40975474449969473,0.40345660592565885
Gujarat,The Dangs,228291.0,59618.0,0.6174925862167147,0.9508259195500479,0.008302861551880305,0.5630011070482069,0.4653963568049918,0.0007212586802643497,0.8739306920728639,0.75,0.05,0.5,0.7,0.4161602925652974,0.40291539688355704
Nagaland,Longleng,50484.0,15137.0,0.5914547183265986,0.9629783693843594,0.020942062495871043,0.21860342207835107,0.20763691616568672,0.0016515822157627006,0.8380788795666249,1.0,0.8,0.3,0.0,0.4058252283705974,0.40285830443758297
Tamil Nadu,Karur,1064493.0,364661.0,0.6829955669036809,0.20851240919386035,0.012954497464768648,0.42020945480871275,0.3282500733558017,0.0005457123191128199,0.5820227553810251,0.3,0.5,0.5,0.85,0.4025167773747421,0.4025623869323182
Nagaland,Peren,95219.0,24277.0,0.6532729812327371,0.8847183860364003,0.008608971454463071,0.13984429707130205,0.335214400461342,0.00016476500391316885,0.8322280347654158,1.0,0.8,0.3,0.0,0.38389855439612053,0.40149674315243933
Manipur,Churachandpur,274143.0,57825.0,0.7147182309962319,0.9310104580456185,0.01988759187202767,0.13672287073065284,0.3661738002594034,0.0007263294422827497,0.9160743623000432,1.0,0.8,0.45,0.0,0.4042502136051833,0.40135178992443044
Meghalaya,Jaintia Hills,395124.0,83717.0,0.4746029094663954,0.9551836891709944,0.06107481156754303,0.3723855369877086,0.2270267687566444,0.0007525353273528674,0.91434236773893,0.9,0.85,0.5,0.0,0.47146573374564776,0.4012093854005665
Tamil Nadu,Thiruvarur,1264277.0,408179.0,0.7486262899665184,0.34324835459317854,0.029349868562566914,0.45652030114239095,0.5177409910847937,0.0006639244057141597,0.7872306022602829,0.3,0.5,0.5,0.85,0.4075028449603915,0.401182342567766
Nagaland,Tuensang,196596.0,50141.0,0.5977283362835459,0.971108262629962,0.026226042559980855,0.25396382202189827,0.17335114975768334,0.0006980315510261064,0.8115115374643506,1.0,0.8,0.3,0.0,0.4091206872713071,0.40051955189216926
Tamil Nadu,Nagapattinam,1616450.0,517740.0,0.7504147978595069,0.31768566921339975,0.02408351682311585,0.46088963572449493,0.4963746281917565,0.0006451114458994862,0.7706879901108664,0.3,0.5,0.5,0.85,0.40545391371275424,0.400513695612751
Assam,Cachar,1736617.0,435160.0,0.6761007176596797,0.16265302021113465,0.09375861751999265,0.14206039158010847,0.47977065906792904,0.00011949627723136317,0.7956314918650611,0.9,0.5,1.0,0.0,0.397687258797917,0.4004553973544594
Tamil Nadu,Ramanathapuram,1353445.0,417239.0,0.7232994321897085,0.1847973135221601,0.02045350506544211,0.47328269888481184,0.47545171951806997,0.0006351275887441011,0.6961909121630528,0.3,0.5,0.5,0.85,0.40093252478489827,0.40021571452769156
Uttarakhand,Tehri Garhwal,618931.0,254236.0,0.6591914122898999,0.166424044037219,0.013137399896159474,0.22828395663871365,0.21625182900926698,0.0005074025708396923,0.8931032583898425,0.9,1.0,0.5,0.0,0.400754954075046,0.3995626324951096
Uttarakhand,Almora,622506.0,281138.0,0.7011932415109252,0.24461772256010383,0.008202377480098742,0.21323335870640042,0.22102668440410048,0.000465963334732409,0.9250119158562699,0.9,1.0,0.5,0.0,0.39856127745071146,0.39902971935416026
Uttarakhand,Pithoragarh,483439.0,209943.0,0.7147747699296085,0.2894119009844055,0.011036328908322734,0.23236783317376622,0.2548548891842071,0.0005001357511324503,0.8749374830311084,0.9,1.0,0.5,0.0,0.40173084312653967,0.39899816894347023
Assam,Golaghat,1066888.0,327083.0,0.676513373475004,0.16315020883166742,0.05159240926614957,0.20699333196772685,0.30980821381728796,0.0001589810537386535,0.8954699571668353,0.9,0.5,1.0,0.0,0.3997167816091882,0.3986343126125819
Tamil Nadu,Sivaganga,1339101.0,452417.0,0.7167077016595462,0.1706637512779096,0.01886312848544595,0.4205942747509488,0.42463037419018296,0.0005481668460734234,0.683493325847614,0.3,0.5,0.5,0.85,0.3959774310406057,0.3983474917701848
Assam,Tinsukia,1327929.0,381614.0,0.6011782256430879,0.09018102624462603,0.03522407458845849,0.119434821573632,0.26441377936868143,0.00013626334463620309,0.7617749872908227,0.9,0.5,1.0,0.0,0.39560665724004646,0.397982096697315
Uttarakhand,Hardwar,1890422.0,488011.0,0.623328547805728,0.22090147067691765,0.027146929065123532,0.2156037466368586,0.12258125329142171,0.0006454772535864971,0.6184860587158896,0.9,1.0,0.5,0.0,0.40940262584471415,0.3978356244436174
Nagaland,Kiphire,74004.0,20322.0,0.5571590724825685,0.9652045835360251,0.0070859167404783,0.3555260309024702,0.17045566381261687,0.0009349473477019978,0.7888987304399173,1.0,0.8,0.3,0.0,0.42163301883737025,0.3975715532205012
Andhra Pradesh,Mahbubnagar,4053028.0,1010015.0,0.47881386459703706,0.2647953579397922,0.048284431419335354,0.6149888863036688,0.36209264218848236,0.0010574100384647754,0.8405449424018455,0.3,0.05,0.6,0.95,0.41062478871300273,0.39743353033420603
